id_upload,path,nama_modul,file_type,nama_file_asli,id_profile,id,str_key,str_subkey
1f4463c4260402eb01b258420a6a70a0,bo.bo.eci2.msvc.app_2023-12-05_04-14-04.pdf,perizinan,.pdf,bo.bo.eci2.msvc.app_2023-12-05_04-14-04.pdf,8298289624,1,1,1
39ab60167cb834f33a94f81b592c678b,eci2_bo_20231205.png,perizinan,.png,eci2_bo_20231205.png,1749535391,1,1,1
47b306fce4df9f50fa3f9584af2d29ab,file_list_20241206_091216.csv,perizinan,.csv,file_list_20241206_091216.csv,3910714410,1,1,1
32d54f09b9b31f574373ad1a6d40a548,script_eci2_bo.sql,perizinan,.sql,script_eci2_bo.sql,8102338905,1,1,1
0d461e961f520ae394b592987a4d0001,bo.bo.eci2.msvc.app_2023-12-05_04-11-49/startpage.md,perizinan,.md,startpage.md,8931283506,1,1,1
2dd43338c063db66b55ae6e8f0ebdd69,bo.bo.eci2.msvc.app_2023-12-05_04-12-16/main.html,perizinan,.html,main.html,4984648321,1,1,1
a9df88003c73825d8113c02ea7bc74aa,bo.bo.eci2.msvc.app_2023-12-05_04-12-16/startpage.html,perizinan,.html,startpage.html,1489137576,1,1,1
9cb6fd3be30edd17fbc210743da70d8c,bo.bo.eci2.msvc.app_2023-12-05_04-12-16/treeview.html,perizinan,.html,treeview.html,2388434040,1,1,1
3b0b7d9347ce910df87f3673237cedf5,sqlgate-report-eci2/TableColumn.docx,perizinan,.docx,TableColumn.docx,7641001258,1,1,1
f9fb2e0750d3c2daef5a09abedc77d09,sqlgate-report-eci2/TableColumn.html,perizinan,.html,TableColumn.html,5511956109,1,1,1
2c0ee6957ba93f515c7d08f040e63cf6,target-rectext/index.html,perizinan,.html,index.html,3123033952,1,1,1
9c7ca25f5e08e9c13ebd5e30e8bbb826,target-rectext/main.css,perizinan,.css,main.css,1902917565,1,1,1
61e9fbe7f508788b3adc2c2b426835b5,target-rectext/main.css.map,perizinan,.map,main.css.map,3598293781,1,1,1
367beaa6804f6f3020e9694d630093e7,target-rectext/rectext-api-design.docx,perizinan,.docx,rectext-api-design.docx,1003090109,1,1,1
eeaa4dcfe0995ad7dd6d4866c111ed2d,target-solar-api-eci2/index.docx,perizinan,.docx,index.docx,3929896416,1,1,1
e17d5b828b0454c62b29c33466f24505,target-solar-api-eci2/index.html,perizinan,.html,index.html,3387697963,1,1,1
bb62603c624824d02dac45e42bcc422c,target-solar-api-eci2/main.css,perizinan,.css,main.css,7042428677,1,1,1
aeacb3b3adc8c68154d13f8d432326c3,target-solar-api-eci2/main.css.map,perizinan,.map,main.css.map,9640091551,1,1,1
73b5ee741007f98bb3cffe6a240a1754,bo.bo.eci2.msvc.app_2023-12-05_04-11-49/Images/checkconstraint.svg,perizinan,.svg,checkconstraint.svg,9568672420,1,1,1
